libtype,libtype2,libtype3
1505,8,8,3719
1506,8,8,3720
1507,8,8,3721
1508,8,8,3722
1509,8,8,3723
1510,9,9,3725
1511,9,9,3726
1512,9,9,3727
1513,9,9,3729
1514,9,9,3731
1515,9,9,3733
1516,9,9,3734
1517,9,9,3735
1518,9,9,3737
1519,9,9,3738
1520,9,9,3739
1521,9,9,3740
1522,9,9,3741
1523,9,9,3742
1524,9,9,3743
1525,9,9,3744
1526,9,9,3745
1527,9,9,3746
1528,9,9,3747
1529,9,9,3748
1530,9,9,3749
1531,9,9,3751
1532,9,9,3753
1533,9,9,3754
1534,9,9,3757
1535,9,9,3758
1536,9,9,3759
1537,9,9,3760
1538,9,9,3761
1539,9,9,3762
1540,9,9,3764
1541,9,9,3765
1542,9,9,3766
1543,9,9,3767
1544,9,9,3768
1545,9,9,3770
1546,9,9,3771
1547,9,9,3773
1548,9,9,3775
1549,9,9,3778
1550,9,9,3779
1551,9,9,3780
1552,9,9,3781
1553,9,9,3782
1554,9,9,3783
1555,9,9,3785
1556,9,9,3786
1557,9,9,3787
1558,9,9,3788
1559,9,9,3789
1560,9,9,3791
1561,9,9,3792
1562,9,9,3793
1563,9,9,3794
1564,9,9,3796
1565,9,9,3797
1566,9,9,3798
1567,9,9,3800
1568,9,9,3804
1569,9,9,3805
1570,9,9,3806
1571,9,9,3807
1572,9,9,3809
1573,9,9,3810
1574,9,9,3811
1575,9,9,3812
1576,9,9,3813
1577,9,9,3815
1578,9,9,3817
1579,9,9,3818
1580,9,9,3820
1581,9,9,3821
1582,9,9,3822
1583,9,9,3823
1584,9,9,3824
1585,9,9,3825
1586,9,9,3826
1587,9,9,3827
1588,9,9,3828
1589,9,9,3829
1590,9,9,3830
1591,9,9,3831
1592,9,9,3832
1593,9,9,3835
1594,9,9,3836
1595,9,9,3837
1596,9,9,3839
1597,9,9,3840
1598,9,9,3841
1599,9,9,3842
1600,9,9,3843
1601,9,9,3844
1602,9,9,3845
1603,9,9,3847
1604,9,9,3848
1605,9,9,3850
1606,9,9,3852
1607,9,9,3854
1608,9,9,3855
1609,9,9,3856
1610,9,9,3857
1611,9,9,3858
1612,9,9,3859
1613,9,9,3861
1614,9,9,3863
1615,9,9,3864
1616,9,9,3865
1617,9,9,3866
1618,9,9,3867
1619,9,9,3868
1620,9,9,3869
1621,9,9,3871
1622,9,9,3873
1623,9,9,3875
1624,9,9,3876
1625,9,9,3877
1626,9,9,3879
1627,9,9,3880
1628,9,9,3882
1629,9,9,3883
1630,9,9,3885
1631,9,9,3886
1632,9,9,3887
1633,9,9,3888
1634,9,9,3890
1635,9,9,3891
1636,9,9,3892
1637,9,9,3894
1638,9,9,3897
1639,9,9,3898
1640,9,9,3901
1641,9,9,3903
1642,9,9,3905
1643,9,9,3907
1644,9,9,3908
1645,9,9,3909
1646,9,9,3910
1647,9,9,3911
1648,9,9,3913
1649,9,9,3914
1650,9,9,3916
1651,9,9,3919
1652,9,9,3920
1653,9,9,3921
1654,9,9,3922
1655,9,9,3924
1656,9,9,3926
1657,9,9,3927
1658,9,9,3928
1659,9,9,3929
1660,9,9,3930
1661,9,9,3931
1662,9,9,3932
1663,9,9,3933
1664,9,9,3934
1665,9,9,3935
1666,9,9,3937
1667,9,9,3938
1668,9,9,3939
1669,9,9,3940
1670,9,9,3941
1671,9,9,3942
1672,9,9,3943
1673,9,9,3945
1674,10,10,3947
1675,10,10,3948
1676,10,10,3951
1677,10,10,3952
1678,10,10,3957
1679,10,10,3959
1680,10,10,3961
1681,10,10,3967
1682,10,10,3968
1683,10,10,3974
1684,10,10,3992
1685,10,10,3997
1686,10,10,4000
1687,10,10,4004
1688,10,10,4011
1689,10,10,4014
1690,10,10,4020
1691,10,10,4022
1692,10,10,4026
1693,10,10,4030
1694,10,10,4037
1695,10,10,4039
1696,10,10,4053
1697,10,10,4055
1698,10,10,4057
1699,10,10,4060
1700,10,10,4079
1701,10,10,4091
1702,10,10,4094
1703,10,10,4098
1704,10,10,4102
1705,10,10,4122
1706,10,10,4123
1707,10,10,4132
1708,10,10,4144
1709,10,10,4149
1710,10,10,4150
1711,10,10,4152
1712,10,10,4156
1713,10,10,4158
1714,10,10,4161
1715,10,10,4166
1716,10,10,4169
1717,10,10,4184
1718,10,10,4187
1719,10,10,4189
1720,10,10,4201
1721,10,10,4213
1722,11,11,4215
1723,11,11,4216
1724,11,11,4217
1725,11,11,4218
1726,11,11,4219
1727,11,11,4220
1728,11,11,4221
1729,11,11,4223
1730,11,11,4224
1731,11,11,4225
1732,11,11,4227
1733,11,11,4228
1734,11,11,4229
1735,11,11,4230
1736,11,11,4231
1737,11,11,4232
1738,11,11,4233
1739,11,11,4234
1740,11,11,4235
1741,11,11,4236
1742,11,11,4237
1743,11,11,4238
1744,11,11,4239
1745,11,11,4240
1746,11,11,4241
1747,11,11,4244
1748,11,11,4245
1749,11,11,4246
1750,11,11,4248
1751,11,11,4249
1752,11,11,4250
1753,11,11,4251
1754,11,11,4252
1755,11,11,4253
1756,11,11,4254
1757,11,11,4255
1758,11,11,4256
1759,11,11,4257
1760,11,11,4258
1761,11,11,4259
1762,11,11,4260
1763,11,11,4261
1764,11,11,4262
1765,11,11,4263
1766,11,11,4264
1767,11,11,4265
1768,11,11,4267
1769,11,11,4268
1770,11,11,4271
1771,11,11,4272
1772,11,11,4273
1773,11,11,4274
1774,11,11,4275
1775,11,11,4276
1776,11,11,4277
1777,11,11,4278
1778,11,11,4279
1779,11,11,4280
1780,11,11,4281
1781,11,11,4282
1782,11,11,4283
1783,11,11,4284
1784,11,11,4285
1785,11,11,4286
1786,11,11,4288
1787,11,11,4289
1788,11,11,4290
1789,11,11,4291
1790,11,11,4293
1791,11,11,4294
1792,11,11,4295
1793,11,11,4297
1794,11,11,4298
1795,11,11,4299
1796,11,11,4300
1797,11,11,4301
1798,11,11,4302
1799,11,11,4303
1800,11,11,4304
1801,11,11,4305
1802,11,11,4307
1803,11,11,4308
1804,11,11,4309
1805,11,11,4310
1806,11,11,4311
1807,11,11,4312
1808,11,11,4313
1809,11,11,4314
1810,11,11,4315
1811,11,11,4316
1812,11,11,4317
1813,11,11,4319
1814,11,11,4320
1815,11,11,4321
1816,11,11,4322
1817,11,11,4324
1818,11,11,4325
1819,11,11,4326
1820,11,11,4327
1821,11,11,4328
1822,11,11,4329
1823,11,11,4330
1824,11,11,4331
1825,11,11,4332
1826,11,11,4333
1827,11,11,4334
1828,11,11,4335
1829,11,11,4336
1830,11,11,4337
1831,11,11,4338
1832,11,11,4339
1833,11,11,4340
1834,11,11,4341
1835,11,11,4342
1836,11,11,4343
1837,11,11,4344
1838,11,11,4345
1839,11,11,4348
1840,11,11,4349
1841,11,11,4350
1842,11,11,4351
1843,11,11,4352
1844,11,11,4353
1845,11,11,4354
1846,11,11,4355
1847,11,11,4356
1848,11,11,4357
1849,11,11,4358
1850,11,11,4360
1851,11,11,4361
1852,11,11,4363
1853,11,11,4364
1854,11,11,4365
1855,11,11,4366
1856,11,11,4367
1857,11,11,4368
1858,11,11,4369
1859,11,11,4370
1860,11,11,4372
1861,11,11,4373
1862,11,11,4374
1863,11,11,4375
1864,11,11,4376
1865,11,11,4377
1866,11,11,4378
1867,11,11,4379
1868,11,11,4380
1869,11,11,4381
1870,11,11,4382
1871,11,11,4383
1872,11,11,4384
1873,11,11,4385
1874,11,11,4386
1875,11,11,4387
1876,11,11,4388
1877,11,11,4389
1878,11,11,4390
1879,11,11,4391
1880,11,11,4392
1881,11,11,4393
1882,11,11,4394
1883,11,11,4395
1884,11,11,4396
1885,11,11,4398
1886,11,11,4399
1887,11,11,4400
1888,11,11,4401
1889,11,11,4402
1890,11,11,4403
1891,11,11,4404
1892,11,11,4405
1893,11,11,4406
1894,11,11,4408
1895,11,11,4409
1896,11,11,4410
1897,11,11,4411
1898,11,11,4412
1899,11,11,4413
1900,11,11,4414
1901,11,11,4415
1902,11,11,4417
1903,11,11,4419
1904,11,11,4420
1905,11,11,4421
1906,11,11,4422
1907,11,11,4423
1908,11,11,4425
1909,11,11,4426
1910,11,11,4427
1911,11,11,4429
1912,11,11,4430
1913,11,11,4431
1914,11,11,4434
1915,11,11,4435
1916,11,11,4436
1917,11,11,4437
1918,11,11,4439
1919,11,11,4440
1920,11,11,4441
1921,11,11,4442
1922,11,11,4443
1923,11,11,4445
1924,11,11,4446
1925,11,11,4447
1926,11,11,4448
1927,11,11,4449
1928,11,11,4450
1929,11,11,4451
1930,11,11,4452
1931,11,11,4453
1932,11,11,4454
1933,11,11,4455
1934,11,11,4456
1935,11,11,4457
1936,11,11,4458
1937,11,11,4459
1938,11,11,4460
1939,11,11,4461
1940,11,11,4462
1941,11,11,4463
1942,11,11,4464
1943,11,11,4465
1944,11,11,4466
1945,11,11,4467
1946,11,11,4468
1947,11,11,4469
1948,11,11,4470
1949,11,11,4471
1950,11,11,4472
1951,11,11,4473
1952,11,11,4474
1953,11,11,4475
1954,11,11,4476
1955,11,11,4477
1956,11,11,4478
1957,11,11,4479
1958,11,11,4480
1959,11,11,4482
1960,11,11,4483
1961,11,11,4485
1962,11,11,4486
1963,11,11,4487
1964,11,11,4488
1965,11,11,4489
1966,11,11,4490
1967,11,11,4491
1968,11,11,4492
1969,11,11,4493
1970,11,11,4494
1971,11,11,4495
1972,11,11,4497
1973,11,11,4498
1974,11,11,4499
1975,11,11,4501
1976,11,11,4502
1977,12,12,4506
1978,12,12,4509
1979,12,12,4513
1980,12,12,4514
1981,12,12,4516
1982,12,12,4524
1983,12,12,4525
1984,12,12,4529
1985,12,12,4533
1986,12,12,4535
1987,12,12,4537
1988,12,12,4539
1989,12,12,4541
1990,12,12,4546
1991,12,12,4550
1992,12,12,4558
1993,12,12,4561
1994,12,12,4564
1995,12,12,4566
1996,12,12,4567
1997,12,12,4568
1998,12,12,4571
1999,12,12,4574
2000,12,12,4578
2001,12,12,4582
2002,12,12,4584
2003,12,12,4588
2004,12,12,4593
2005,12,12,4595
2006,12,12,4596
2007,12,12,4605
2008,12,12,4606
2009,12,12,4607
2010,12,12,4610
2011,12,12,4611
2012,12,12,4615
2013,12,12,4622
2014,12,12,4623
2015,12,12,4633
2016,12,12,4637
2017,12,12,4641
2018,12,12,4644
2019,12,12,4645
2020,12,12,4648
2021,12,12,4650
2022,12,12,4658
2023,12,12,4659
2024,12,12,4661
2025,12,12,4668
2026,12,12,4670
2027,12,12,4671
2028,12,12,4678
2029,12,12,4680
2030,12,12,4688
2031,12,12,4689
2032,12,12,4693
2033,12,12,4694
2034,12,12,4702
2035,12,12,4707
2036,12,12,4710
2037,12,12,4713
2038,12,12,4718
2039,12,12,4725
2040,12,12,4726
2041,12,12,4727
2042,12,12,4729
2043,12,12,4732
2044,12,12,4744
2045,12,12,4745
2046,12,12,4762
2047,12,12,4769
2048,12,12,4770
2049,12,12,4771
2050,12,12,4774
2051,12,12,4777
2052,12,12,4778
2053,12,12,4782
2054,12,12,4783
2055,12,12,4795
2056,12,12,4797
2057,12,12,4799
2058,12,12,4801
2059,12,12,4808
2060,12,12,4822
2061,12,12,4823
2062,12,12,4829
